student_id,form_name,phase_name,academic_year,release_date,evaluator_role,frequency,strengths_comment,improvements_comment,prof_shows_dependability_truthfulness_and_integrity,prof_acknowledges_and_demonstrates_awareness_of_limitations,prof_takes_initiative_for_own_learning_and_patient_care,prof_remains_open_to_feedback_and_attempts_to_implement_it,prof_treats_all_patients_with_respect_and_compassion_protects_patient_confidentiality,comm_listening,comm_decision_making,comm_advocacy,epa1,epa2,epa3,epa5,epa6,epa7,epa9,epa8,epa10,epa4,epa14,comm_other
af984029048a36c65dac5ad9e5f50673,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,"Thoughtful, curious, kind at [REDACTED]. Eg. [REDACTED][REDACTED] - she had a big personality and you were great at [REDACTED] with her, being crisp in [REDACTED], conversation and going over the plan. You were also a great learner in [REDACTED] sharing your thoughts about her assessment and incorporated [REDACTED] and my own additions to [REDACTED] think about her acute on chronic pain.","Using the same patient example - I encourage you to keep developing your assessments by reading/asking for schema for common complaints (eg abd pain), prioritizing the ddx for the patient [REDACTED] (chronic panc, PUD, etc) and adding your degree of certainty. You are absolutely [REDACTED][REDACTED] and the more you [REDACTED] this the better your assessments will be. Presenting we worked on over [REDACTED] -- keep it organized and that will always help your flow. I saw [REDACTED]. You can always add/trim later. just stick with the a pattern for H&Ps and SOAPs. [REDACTED] job!",3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,"MEDICAL KNOWLEDGE-Stas is a very bright [REDACTED] with an excellent fund of medical knowledge. ADVOCACY-He is a strong advocate for his patients and ensures that the team understands the social issues that undergird their presentations. I vividly recall a patient [REDACTED] [REDACTED] to cervical spinal trauma. Stas quickly and seamlessly developed rapport with this patient [REDACTED] team to understand the patient's challenges. BEDSIDE MANNER- exemplary; [REDACTED][REDACTED]'s and partners with them in a warm and respectful way. EDUCATOR: Always teaching the team [REDACTED][REDACTED] case -relevance. This performance rose [REDACTED] level of honors. TEAM MEMBER- supports the team well; proactive in [REDACTED]. While all of our students are adult learners, not all still present [REDACTED] maturedly. Stas does just that-- he is a deep thinker and approaches patient [REDACTED] perspective. His overall performance over the time with me was excellent!","I encourage Stas to continue to hone his presentational skills; of note, his organization of his presentations improved nicely post feedback.",3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"Overall I really enjoyed working with Stas [REDACTED]. He had a good attitude, was eager [REDACTED], and was helpful [REDACTED] team. One of his strengths is his ability to incorporate feedback and improve. Oral presentations improved significantly [REDACTED]. Eager to help the team [REDACTED][REDACTED]. Brought in [REDACTED] rounds and could tell he was reading about his patients [REDACTED][REDACTED].","Continue to work on tightening presentations. Old problems, differentials that have already [REDACTED] [REDACTED] need to be revisited [REDACTED][REDACTED] if they remain [REDACTED][REDACTED]. Keep the subjective pertinent to their [REDACTED], minor things can be shared with the resident [REDACTED]. Work on developing independent assessment/plan for the patients. New patients is the best time to [REDACTED] coming up with the problem list and plan. Try writing out the full problem list for each new patient. In [REDACTED], pay attention to when residents are busy. Pay attention to keeping notes up to date, particularly plan, generally shorter notes can help with this. Look at [REDACTED] H&P's by the seniors from [REDACTED] a broad sense of style. [REDACTED][REDACTED] communication with the patient [REDACTED] medical jargon. Continue to build frameworks[REDACTED] complaints (lots of online resources for his, onlinemeded, clinical problem solvers, resident [REDACTED]).",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,Overall Stas did [REDACTED] job on [REDACTED][REDACTED]. He was well respected by his patients and was engaged and asked questions when appropriate. He demonstrated a good foundation of knowledge and was helpful in [REDACTED] the team.,"While he does have a good foundation of knowledge, he still needs to continue to work on synthesizing and presenting the information into a cohesive assessment and plan- often times he lacked some understanding of the reasons behind a diagnosis and plan requiring further clarification from [REDACTED] the attending. In [REDACTED], I would encourage him to better look over his notes as they often required a significant amount of editing- sometimes missing important changes that we implemented during [REDACTED]. I would also encourage him to push [REDACTED] to [REDACTED] independent and proactive with his patients whether that would be following up on consults or interpreting results by [REDACTED] and establishing an assessment/plan before discussing with the team.",2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,Eager [REDACTED]; engaged in [REDACTED] Brought in [REDACTED] Excellent member of the team [REDACTED] synthesize new patient [REDACTED],Flow of oral presentations - work on leaving the written [REDACTED] aside when presenting [REDACTED] team,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,Stas' strength is his curiosity. He is engaged on rounds and can answer medical questions even about patients that he [REDACTED] personally following. He understands the limitations to his clinical knowledge and asks great questions to help to fill [REDACTED][REDACTED].,"Stas should seek to understand what red flags the team should look out for on his patients, and understand the management of those problems. He should also seek to understand the natural history and progression of these diseases and when the patient [REDACTED] discharge.",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,"Stas was a great student who showed enthusiasm for learning and developing his clinical skills. He was organized in [REDACTED] was [REDACTED] prioritize problems effectively. He discussed relevant symptoms or changes in [REDACTED] (eg no longer [REDACTED]) related [REDACTED] primary problem. As he got to know his patients more, he became more fluid and confident in [REDACTED]. He followed through on tasks related to his patients. He brought learning points to his presentations, [REDACTED] the mechanism behind tessalon pearls and types of pulmonary hypertension. He made sure to clarify what the plan was before entering the room and convey effectively [REDACTED] patient. He worked well [REDACTED][REDACTED] wanted to push [REDACTED] to gain more clinical exposures to grow. With that growth mindset, I expect [REDACTED] to continue to excel throughout his time as an [REDACTED].","There were a few clinical elements that were missed earlier [REDACTED][REDACTED] (knew the hb number for [REDACTED], [REDACTED] pt we were monitoring for any signs of bleeding), and this improved during our time together. We also discussed working on developing plan further (eg not just continue abx, but knowing the time course), including discharge planning (getting patient [REDACTED] antibiotics, follow up plan). We also discussed an approach when a patient [REDACTED] what we are monitoring and why we needed labs, then asking if it would be okay if we have them drawn.",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"Organized and thoughtful notes, professional and accurate communication with other team members/consultants, aware of gaps in [REDACTED] asking good questions on [REDACTED] improve","Can begin to take a [REDACTED] do things without being asked to, can continue to build up fund of knowledge for common diagnoses and think through assessments and plans more independently as opposed to asking what the plan should be",3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"Ability to communicate plan with patients and families. Applies feedback almost immediately. Great improvement over the month- he is no longer just ""reading"" someone elses assessment and plan, he is thinking about it and modifying the plan [REDACTED] with assistance.","Prioritize consults, family calls, etc. before writing notes. Stay more on top of [REDACTED]'s to do list and remember to keep a detailed list of items for the patient [REDACTED] when they leave the [REDACTED] (ie screening ct chest to monitor lung nodule). Once in a while he forgot important parts of the plan when presenting or when communicating plan to patient (ie importance of lab draws for patient [REDACTED], changes in [REDACTED]).",3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-26,Attending,Daily ,He made strong efforts at [REDACTED] and considered their perspectives consistently. He took direction about notes [REDACTED] wrote them in a clear and direct manner that allowed for clinical reasoning. He took initiative consistently and reviewed records on his own.,He should [REDACTED] consistent in [REDACTED] interviews. Sometimes he would jump too far ahead and miss [REDACTED]tails based [REDACTED] patient's answers or presentation.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-26,Attending,Daily ,"I worked with Stas for [REDACTED] on a busy inpatient psychiatry unit. During that time, he followed [REDACTED] patients at a time with a variety of diagnoses (e.g. bipolar disorder, depression, substance use, psychosis), and took an active role in [REDACTED] a [REDACTED] basis, including interviewing patients, writing notes, and calling collateral. He took an active role in [REDACTED], through developing his own learning goals. He asked relevant clinical questions of the team around treatment decision-making (e.g. presenting on lithium use and renal side effects). He checked in [REDACTED] [REDACTED][REDACTED] better understand symptom history to guide diagnosis (e.g. parsing out symptoms of mixed vs [REDACTED] pt with bipolar disorder). He asked for feedback before and after interviews to help improve his interviewing style and presentations during interdisciplinary rounds.","Stas should continue working on consistency in [REDACTED] making sure to ask about target symptoms and suicidal ideation during each interview, [REDACTED]. He can continue to [REDACTED] asking open ended questions to elicit key symptoms (e.g. ""[REDACTED] your mood?"") and follow this up with more specific questions if needed based [REDACTED] patient's response (e.g. ""What in [REDACTED] about the visit with your dad [REDACTED]?""). He can continue to [REDACTED] more advanced interviewing techniques, [REDACTED] interrupting/redirecting tangential patients and eliciting patients' understanding of treatment recommendations.",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-26,Resident,Daily ,Great contributor and member of the team! Interviewed patients in [REDACTED] thorough manner. Collected essential collateral information and provided updates to family,Received feedback on independently writing a formulation and incorporated it appropriately!,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-26,Resident,Daily ,"Strong fund of knowledge. Curious and strives to understand best practices in [REDACTED] treatment. Efficient and dependable in [REDACTED][REDACTED]. Has a good sense of the ""big picture"" in [REDACTED] also remains vigilant regarding more nuanced aspects of care. Responds well to feedback.","Continue to interview as many patients as possible and be aware that different patients will require different approaches in [REDACTED]. For example, for patients who are suffering from [REDACTED] is important to get on their level and speak in [REDACTED]; for patients who are struggling with severe anxiety or rumination, it [REDACTED] important to give them space to get their thoughts out before moving on to further questions. Generally ""matching"" your patient [REDACTED][REDACTED] a good rule of thumb. Regarding presentations, remember to be aware of the setting/audience in [REDACTED] giving a presentation. For example, in [REDACTED] attending [REDACTED] make sense to go into more detail, but in [REDACTED] many team members it is often important to stick to key points to keep rounds concise/focused.",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-31,Attending,Weekly ,"Stas is very bright, had practical experience prior to joining medicine that enhances his experience as a student. He was very interested in [REDACTED] aspects of medicine. We had a patient [REDACTED] and a rectal mass and he did an extensive literature search during [REDACTED] more about it. I was impressed with the depth of his search and what he learned.","He did not integrate [REDACTED] into the team [REDACTED] other students. The staff did comment to me that he [REDACTED] picking up charts in [REDACTED]. When asked by me to see the next patient, [REDACTED] about wanting to see a different patient [REDACTED] next available patients (which I found remarkable given that I as the attending [REDACTED] ask him to see patients.) If he had wanted to see a particular patient, [REDACTED] kept an eye out for the chart or told the nurse or MA that he wanted to see that particular patient. [REDACTED][REDACTED] did not help as much in [REDACTED] for surgery compared to other students to move [REDACTED] along and he tried to assist during an OR case when he [REDACTED] asked to. I would recommend asking the faculty how best to assist [REDACTED][REDACTED] so the faculty can direct him [REDACTED] be most helpful.",3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-28,Attending,Daily ,Did fine working with busy team with unpredictable case load,Keep reading and getting in [REDACTED] operating room,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-01,Resident,Daily ,Worked well with the team. Eager [REDACTED]. Asked well thought out questions.,Keep reading and working on technical skills [REDACTED].,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-23,Resident,Daily ,Stas was incredibly helpful when navigating the pathology needed to make surgical decisions. On a busy trauma service he helped our team and the patients by working closely with our pathology department to obtain results needed for urgent surgical planning. He was a valuable team member in [REDACTED].,Working on hand tying suturing skills will also be useful in [REDACTED],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,
af984029048a36c65dac5ad9e5f50673,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-25,Fellow,Daily ,Very engaged in [REDACTED] disease processes and new research.,Continue to focus on succinct patient [REDACTED],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,,,,,
afb67b96d33b1c265ce37bfd1a536b5c,ECMH Phase 3 Clinical Performance Assessment 2022-23,Phase 3,2022-23 Academic Year,2023-04-12,Attending,Weekly ,"[REDACTED] is an incredibly strong student, a great leader in [REDACTED] excellent clinician. I will truly miss [REDACTED]r!","Continue to formulate broad differential diagnoses- include a wide range of common diagnoses [REDACTED] thinking about the ""zebras""",3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,,4.0,4.0,,4.0,3.0,4.0,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,"Fantastic. A very kind, caring, and patient [REDACTED]. Patients and families were pro-actively and appropriately updated. He came up with thorough and appropriate plans for his patients including in [REDACTED]. He was a model [REDACTED] and was wonderful to work with [REDACTED] team.",Continue to bring literature to bridge knowledge gaps on patient [REDACTED] education.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,"Presentations are succinct and well organized, and his bedside manner is sufficiently engaging to form a therapeutic relationship with his patients. Alex rapidly responds to feedback and incorporates teaching points quickly into his patients' clinical care plans.","[REDACTED] should focus his reading from [REDACTED] literature on diagnostic or therapeutic aspects of his patients' main clinical problems. Narrowing his scope of reading in [REDACTED] render the challenge of reading more accessible for him, and thus be a fruitful effort in [REDACTED] expand his clinical knowledge.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,very good fund of knowledge and sound clinical reasoning. [REDACTED] organize presentations well and succinctly.,[REDACTED] relaying information to patients - choosing what to share and [REDACTED] word it.,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"[REDACTED] is exceeding expectations as a medical student. He contributed significantly as a team member. He is reliable, and takes initiative to help the team. He has great communication skills and developed close relationships with his patients. He is extremely bright and was clearly well read [REDACTED] problems of his patients. He had a positive attitude and was an engaging team member.","No specific feedback, keep up the great work!",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"[REDACTED] was an outstanding medical student during [REDACTED] I worked with him and would make a fabulous intern [REDACTED] program should he choose to. He demonstrated impressive medical knowledge and I could tell he was constantly growing and learning throughout the clerkship. His notes and H&Ps were excellent, and I did not need to make edits on many of them. He was [REDACTED] understand the most important issues with our patients. I also trusted him to discharge patients independently. He was also very professional, showed up early, and had great rapport with patients. He also thought broadly about patients' differentials, and brought up potential diagnoses (ie, atypical chest pain in a woman) that our team had not previously thought of. He also took charge on interacting with patients' families in [REDACTED] was great.","continue practicing H&Ps, to improve fluidity",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,[REDACTED] particularly shined when demonstrating his clinical reasoning skills. He once led a presentation off by saying he was worried about a patient [REDACTED]. He thinks through all of his patients throughly. He consistently recommended independent changes [REDACTED] plan which were thought out and well reasoned. He also developed good relationships with his patients and was [REDACTED] effectively communicate medical information. He was always eager and willing to help out the team with tasks.,"Can continue to work on efficiency and keeping his presentations concise, while still keeping them thorough.",3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,[REDACTED] was a fantastic member of the medicine team. He came prepared [REDACTED] and always had literature to share with the team that was relevant and often changed management for the patients he was taking care of. His assessments were well thought out and he was willing to put his money down and pick a diagnosis and come up with a plan for [REDACTED]. He had very well thought out plans and thorough differential diagnoses.,"You can continue working on becoming more efficient with your H/Ps and ensuring that you are providing just the pertinent information in [REDACTED] to become more crisp. Often, you had spoken through a great differential earlier which you [REDACTED] need to repeat later on in [REDACTED] you are talking about the plan. Keep up the great work.",3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"Did a [REDACTED] job with [REDACTED], then taking that history and developing a good understanding of patient presentation. Then moving on to read and look at [REDACTED] influence patient-care decisions and presenting relevant information to team in a way that impacts our approach. His presentations were really well thought out and he demonstrated very good clinical reasoning and differentials.",Continue [REDACTED] path they are on and keep building your knowledge base as they already are. [REDACTED] hesitate to give an opinion on what you want done for your patient. Be confident in [REDACTED] back it up with your reasoning.,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-09,Attending,Daily ,[REDACTED] was a great medical student. His critical thinking and thought process through his cases was well researched. He was [REDACTED] find education points about his cases everyday and was eager to share them with the team. His medical knowledge was excellent and his participation on rounds was well received.,Continue to work on differential diagnosis and clinical reasoning.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-09,Resident,Daily ,"[REDACTED] was an excellent member of our team and a pleasure to work with. He was the primary advocate for his patients, has a broad fund of knowledge, and is an excellent communicator with patients, family, and consultants. A specific example relates to a patient [REDACTED] for with potential pembrolizumab related pneumonitis and he did [REDACTED] job thinking critically about whether the patient [REDACTED], the implications on his treatment, and communicating this with the family. I hope [REDACTED] chooses [REDACTED] do well with whatever he chooses.","[REDACTED] is very comprehensive with his presentations and absolutely ""shows his work"" when discussing individual problem but he should feel comfortable in [REDACTED] slightly more brief (because he has already shown that he has a great grasp of the problem). We trust his thought process!",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-09,Resident,Occasional ,[REDACTED] was a pleasure to work with. He was thorough yet succinct in [REDACTED] could easily adapt [REDACTED] preferences of our attending. His notes accurately represented the plan and he moved the plan forward without prompting.,"Keep up the good work, and keep reading around patients.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-09,Attending,Daily ,"One of the hardest-working and most dedicated medical students I have met. He worked hard during his medicine month at [REDACTED] his dedication to his patients did pay off. I was most impressed with [REDACTED]'s ability to care for very complex patients. He never shied away from [REDACTED] his involvement led to improved care for his patients. I was also impressed with his attention to social determinants of health for his patients. With top-notch clinical reasoning and very little guidance, [REDACTED] came up with reasonable assessments and plans. Brough relevant data on rounds to advance the team's understanding of the patients. Extremely attentive [REDACTED] needs of the team. Would love to work with him [REDACTED][REDACTED]. He is surely a rising star.",No feedback except to keep up the great work. Patients are very lucky to have a caring student doctor like you.,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Daily ,"Unfortunately I only got to work with [REDACTED] for [REDACTED] since he was on our team during [REDACTED]. However, he was a very valuable member of the team, and established excellent rapport with his patients.",[REDACTED] can work on keeping his presentations concise. He will continue to develop his fund of knowledge over time and his abilities to localize lesions and tailor his neurologic exam to his hypothesized localization.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Daily ,Good presentations after just seeing a patient [REDACTED] much time to prepare. Efficient.,"Continue to think of neurologic problems from a localization standpoint before considering your differential. When interviewing a patient [REDACTED] a little more if they are tangential, or not providing relevant info ti your question.",3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,,4.0,4.0,3.0,3.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Daily ,Great rapport with patients: [REDACTED] ask respectfully ask for info patients [REDACTED] spontaneously volunteer,Needs to work on being more efficient with getting the [REDACTED]: having a clear agenda before meeting with patient (what we need to know) and becoming more fluid with the neuro exam,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,,,3.0,2.0,3.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Attending,Once,[REDACTED] appeared to be very attentive and engaged in [REDACTED].,Perhaps some more self confidence will improve his clinical performance.,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Attending,Once,"acquires information and presents it well, interacts well with patients","some additional work on understanding neuroanatomy and neurophysiology of clinical signs would be helpful, but he is in [REDACTED] from [REDACTED] regard",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Daily ,"[REDACTED] was an excellent addition [REDACTED] team. He was consistently engaged, asking thoughtful questions to further his learning. Of note, his first oral presentation was superb, not only containing only the pertinent positives and negatives of the patient’s history and exam, but also providing a well thought-out assessment and plan beyond his level of training.","[REDACTED] has already gathered important tools to succeed clinically, including diligently overviewing the relevant literature before and after a surgical case or after interviewing a new patient. Procedurally, [REDACTED] should work on simple suturing skills as this will be a helpful skill regardless of the specialty he chooses.",3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-13,Resident,Daily ,Was very responsible and could be trusted with basic patient [REDACTED]. Took the initiative to ask questions and determine answers to fill gaps in [REDACTED].,Continue to work on improving fund of knowledge. [REDACTED] be afraid to speak up or advocate for [REDACTED] if it would improve his educational opportunities.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-30,Attending,Weekly ,[REDACTED] was especially good at [REDACTED] patient care. He was especially good with following up on things that needed to be done. He came in [REDACTED] the team. Was a very helpful member of the team.,Seek feedback from [REDACTED]. Keep reading.,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,,,,,
b1613ef28498d339208cbf2bc15fdd22,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-30,Resident,Daily ,"[REDACTED] was a pleasure to work with, he was compassionate and attentive. His biggest strength was teachability, he took in [REDACTED] it well, asked thoughtful questions that showed a level of thought about the patients and their care that [REDACTED] [REDACTED] have.","continue practicing suture skills, review the anatomical pearls before cases.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
